Wall time,Step,Value
1770982521.8239908,0,9561.8837890625
1770982524.461483,1,9320.244140625
1770982527.0403426,2,16578.234375
1770982531.4085383,3,10601.375
1770982533.9823694,4,7527.97412109375
1770982536.6858263,5,8205.5576171875
1770982544.8861995,6,9785.4267578125
1770982555.4324555,7,5265.65478515625
1770982562.5791078,8,2206.090087890625
1770982565.763372,9,2335.693359375
1770982568.6650372,10,4744.34033203125
1770982571.551776,11,2550.9970703125
1770982574.5492907,12,2744.807861328125
1770982577.672208,13,2665.43701171875
1770982580.804165,14,3412.98876953125
1770982586.2403634,15,1993.4364013671875
1770982596.7314458,16,2636.824462890625
1770982603.8894439,17,1844.3013916015625
1770982607.0506077,18,2890.212890625
1770982617.7673836,19,2168.830078125
1770982626.5616717,20,1715.3369140625
1770982631.0254714,21,2998.301025390625
1770982635.161908,22,2155.79638671875
1770982639.6911123,23,1516.05224609375
1770982655.4713607,24,2248.836181640625
1770982662.5078526,25,2139.195556640625
1770982671.2134209,26,2029.803466796875
1770982678.9605246,27,2480.4599609375
1770982683.2234683,28,1651.0621337890625
1770982688.2558453,29,2363.2216796875
1770982693.30037,30,2298.447021484375
1770982700.2554111,31,1790.2227783203125
1770982705.788762,32,2143.44873046875
1770982710.200479,33,3281.6552734375
1770982714.227887,34,2136.568115234375
1770982718.2241988,35,1732.16015625
1770982722.2345357,36,1583.44140625
1770982726.5433545,37,2182.282958984375
1770982730.0977163,38,1579.74658203125
1770982734.021018,39,1203.85595703125
1770982738.1007156,40,1359.672119140625
1770982748.1681106,41,1571.030517578125
1770982757.1583662,42,1712.630126953125
1770982761.9858103,43,2180.9609375
1770982766.8694313,44,1349.201416015625
1770982770.8953347,45,1368.156982421875
1770982775.7405882,46,905.942626953125
1770982780.148188,47,1752.777587890625
1770982783.814205,48,1298.561767578125
1770982788.041226,49,1047.6051025390625
1770982792.0135336,50,871.7314453125
1770982796.40723,51,1565.5892333984375
1770982801.5437844,52,1316.143798828125
1770982807.390935,53,941.9725952148438
1770982811.6601233,54,879.0921630859375
1770982816.0930414,55,1327.6944580078125
1770982821.5430539,56,1773.2313232421875
1770982826.2313578,57,1514.1573486328125
1770982831.9442556,58,1851.3636474609375
1770982837.3251998,59,1098.859130859375
1770982841.5326047,60,1703.5928955078125
1770982845.4687734,61,1405.80615234375
1770982850.2026708,62,847.2525634765625
1770982854.313833,63,1478.4656982421875
1770982860.5456433,64,1755.3389892578125
1770982866.233425,65,999.7941284179688
1770982872.3556027,66,1194.2626953125
1770982877.314941,67,1056.43798828125
1770982884.159904,68,425.37139892578125
1770982889.0421133,69,961.7232666015625
1770982896.405909,70,783.3990478515625
1770982904.1482337,71,671.6129150390625
1770982910.540202,72,749.70458984375
1770982916.2194698,73,1347.5618896484375
1770982924.8938885,74,275.7509765625
1770982930.7503092,75,578.2199096679688
1770982936.9964893,76,234.82606506347656
1770982943.2372706,77,138.53941345214844
1770982950.9442487,78,639.57421875
1770982970.7229257,79,1418.108642578125
1770982978.8091846,80,1474.82763671875
1770982988.7858841,81,1648.2615966796875
1770982995.268344,82,1982.6563720703125
1770983002.7114882,83,947.10107421875
1770983008.9442883,84,905.0584716796875
1770983016.5731342,85,771.2638549804688
1770983024.1361976,86,235.12326049804688
1770983031.7731957,87,686.2234497070312
1770983038.9153275,88,364.9901428222656
1770983046.6113377,89,652.6759033203125
1770983053.331262,90,360.4230041503906
1770983060.2099128,91,221.98741149902344
1770983069.198375,92,496.35980224609375
1770983077.0839303,93,349.29608154296875
1770983085.0814776,94,184.77032470703125
1770983092.3628578,95,493.6849670410156
1770983099.2947974,96,120.96598052978516
1770983106.5816264,97,123.62836456298828
1770983114.2434754,98,111.11245727539062
1770983120.2816982,99,227.41604614257812
1770983126.9706364,100,151.79788208007812
1770983132.8954387,101,109.2709732055664
1770983139.3419597,102,161.2438201904297
1770983145.8330147,103,114.22856903076172
1770983153.3970149,104,115.1772689819336
1770983160.7107022,105,92.62106323242188
1770983166.982065,106,118.98373413085938
1770983176.9693403,107,456.0531311035156
1770983184.3041372,108,128.322509765625
1770983190.946801,109,199.47084045410156
1770983199.9366279,110,360.8481750488281
1770983206.86047,111,189.02389526367188
1770983213.7774901,112,235.8717041015625
1770983220.8338857,113,65.93862915039062
1770983227.7458208,114,70.53870391845703
1770983234.5400176,115,264.2425842285156
1770983240.8185444,116,182.4295196533203
1770983248.046991,117,102.41119384765625
1770983254.198111,118,111.33779907226562
1770983261.3369548,119,250.44650268554688
1770983267.734163,120,147.85012817382812
1770983274.2319837,121,105.83287811279297
1770983281.614192,122,107.76192474365234
1770983288.5850363,123,63.762393951416016
1770983295.6736572,124,108.87129211425781
1770983302.7503068,125,130.2917022705078
1770983310.4970243,126,450.5823974609375
1770983317.012844,127,124.48357391357422
1770983323.4236434,128,115.06562805175781
1770983330.7436485,129,252.57801818847656
1770983336.906902,130,251.07241821289062
1770983342.9658456,131,69.82874298095703
1770983349.7716918,132,78.13722229003906
1770983355.9857497,133,90.67286682128906
1770983363.3469105,134,183.19944763183594
1770983370.2060885,135,157.6046600341797
1770983375.065628,136,99.2889175415039
1770983387.802314,137,180.5664520263672
1770983405.5269182,138,554.270751953125
1770983413.373573,139,564.9293212890625
1770983420.5612557,140,134.03738403320312
1770983426.8207812,141,164.8762664794922
1770983433.0307415,142,323.0474853515625
1770983439.8741648,143,144.20274353027344
1770983445.9593065,144,263.42413330078125
1770983451.6699061,145,206.52545166015625
1770983457.9353719,146,113.3504867553711
1770983464.5121586,147,82.89231872558594
1770983471.07879,148,141.35702514648438
1770983478.1635077,149,62.07744598388672
1770983484.1918936,150,96.80419158935547
1770983490.9737012,151,50.600799560546875
1770983497.0924318,152,112.88630676269531
1770983502.9603279,153,79.84553527832031
1770983510.1171014,154,57.7021598815918
1770983527.0530837,155,61.819766998291016
1770983539.5373156,156,69.91088104248047
1770983546.990564,157,174.08375549316406
1770983553.9151824,158,88.83769226074219
1770983560.8414772,159,68.37384033203125
1770983567.1341047,160,98.3970947265625
1770983573.212806,161,105.83541870117188
1770983580.856468,162,113.50291442871094
1770983586.7038903,163,201.10374450683594
1770983594.0254302,164,72.59005737304688
1770983599.6889021,165,179.42361450195312
1770983605.961007,166,133.23106384277344
1770983612.8827477,167,124.47447967529297
1770983618.9753203,168,118.46590423583984
1770983626.577353,169,59.818031311035156
1770983633.7414708,170,49.21202850341797
1770983640.7982135,171,136.16091918945312
1770983647.793768,172,190.80044555664062
1770983654.1401117,173,75.083740234375
1770983660.0012176,174,121.50347137451172
1770983666.8413656,175,46.67333984375
1770983675.1677406,176,172.4912872314453
1770983682.7260976,177,122.5562973022461
1770983690.7130282,178,146.74119567871094
1770983699.9607184,179,102.44293975830078
1770983706.8242514,180,195.31631469726562
1770983713.6756716,181,172.5224151611328
1770983720.8211327,182,77.18575286865234
1770983729.347168,183,98.8331298828125
1770983735.3587992,184,123.19732666015625
1770983742.0826085,185,186.00839233398438
1770983748.2385895,186,346.5122985839844
1770983755.1739526,187,238.9179229736328
1770983762.238638,188,916.78125
1770983769.250407,189,135.2674102783203
1770983776.558963,190,498.9461975097656
1770983785.1751566,191,667.4597778320312
1770983791.4501026,192,156.98927307128906
1770983797.572673,193,175.05438232421875
1770983804.3156402,194,100.70079803466797
1770983811.0671272,195,102.48213958740234
1770983818.187215,196,84.35592651367188
1770983823.938332,197,143.0579071044922
1770983829.4923024,198,149.17059326171875
1770983835.9531288,199,192.25140380859375
1770983843.463561,200,136.2714080810547
1770983849.443883,201,107.10530853271484
1770983856.6200683,202,106.56477355957031
1770983863.409924,203,213.5037841796875
1770983871.4617527,204,77.12083435058594
1770983878.6872885,205,140.06956481933594
1770983885.9536755,206,39.85694885253906
1770983892.7869637,207,46.656646728515625
1770983900.5714495,208,211.43197631835938
1770983906.401403,209,202.11062622070312
1770983915.3274748,210,188.94082641601562
1770983924.267717,211,161.80128479003906
1770983933.717426,212,59.35127639770508
1770983943.093999,213,552.1434326171875
1770983950.7616282,214,45.83208465576172
1770983958.2333126,215,134.28382873535156
1770983967.125386,216,57.23194885253906
1770983973.7435987,217,118.20490264892578
1770983981.7447333,218,128.5589599609375
1770983997.8869267,219,111.67643737792969
1770984006.4622705,220,79.43003845214844
1770984013.8600347,221,68.46173858642578
1770984021.2225943,222,56.5303955078125
1770984027.7736328,223,145.92813110351562
1770984035.261269,224,101.61872100830078
1770984042.1666112,225,86.60723876953125
1770984049.7549984,226,147.45797729492188
1770984056.3142285,227,143.24864196777344
1770984063.1065705,228,182.55184936523438
1770984068.270056,229,49.2952766418457
1770984075.9222784,230,144.75582885742188
1770984083.9789195,231,69.64125061035156
1770984091.7867901,232,95.23991394042969
1770984108.2021906,233,48.520442962646484
1770984114.352577,234,140.8609161376953
1770984121.754009,235,82.77011108398438
1770984128.96069,236,160.7722930908203
1770984137.185487,237,96.18672180175781
1770984146.0463016,238,42.36018371582031
1770984152.396171,239,100.20639038085938
1770984158.9825377,240,82.93323516845703
1770984164.867274,241,133.3075408935547
1770984171.0364819,242,154.80442810058594
1770984177.2051666,243,85.6500015258789
1770984183.3211489,244,89.61746978759766
1770984191.8855262,245,115.17129516601562
1770984199.155398,246,133.11959838867188
1770984206.9758499,247,139.29620361328125
1770984213.514625,248,77.37541198730469
1770984219.64561,249,95.26215362548828
1770984226.1590512,250,69.84671783447266
1770984233.2711136,251,96.57244110107422
1770984240.368881,252,120.10140991210938
1770984248.0905676,253,113.18647003173828
1770984255.5696502,254,98.28873443603516
1770984281.497407,255,64.47427368164062
1770984292.431971,256,91.51798248291016
1770984298.8500254,257,95.37760162353516
1770984306.083531,258,93.2961654663086
1770984313.071524,259,119.14143371582031
1770984319.499926,260,54.44511032104492
1770984326.1505332,261,50.893768310546875
1770984331.8360076,262,72.46339416503906
1770984338.6415558,263,81.6889877319336
1770984346.809138,264,25.233165740966797
1770984352.6804254,265,79.97810363769531
1770984358.4957197,266,48.15666580200195
1770984365.7682939,267,56.85696792602539
1770984372.78276,268,115.25621795654297
1770984380.1220226,269,138.31556701660156
1770984385.963227,270,62.61518096923828
1770984392.3025193,271,61.321807861328125
1770984398.6237853,272,137.86863708496094
1770984404.705853,273,39.14224624633789
1770984411.386365,274,125.63839721679688
1770984417.0777664,275,40.311092376708984
1770984422.8439739,276,68.55442810058594
1770984429.5223649,277,84.57415771484375
1770984436.1445038,278,105.69329833984375
1770984443.052475,279,93.53422546386719
1770984449.170326,280,149.92527770996094
1770984456.7448347,281,76.5718994140625
1770984463.8782864,282,94.85445404052734
1770984470.9626954,283,98.3077392578125
1770984476.9950423,284,123.26966857910156
1770984483.6947389,285,188.15318298339844
1770984489.7258456,286,134.53192138671875
1770984496.175883,287,37.20914077758789
